Node,Full_Depth,Max_depth(SWMM),basement flooding
SFIT4243,28.8,28.8,1
SFIT4245,28.788,28.79,1
SFIT4249,23.615,23.62,1
SFIT4250,22.5,22.5,1
SFIT4254,20.313,20.5,1
SFIT4255,19.42,20.43,1
SFIT4258,21.72,20.03,1
SFIT4260,20.72,20.72,1
SFIT42616,21.149,22.37,1
SFIT4262,20.05,16.19,1
SFIT4264,20.35,19.81,1
SFIT4267,19.375,18.66,1
SFIT4268,20.872,18.75,1
SFIT4270,19.78,19.82,1
SFIT4272,19.15,19.15,1
SFIT4273,40.804,28.62,0
SFIT4275,39.443,28.96,0
SFIT4279,28.94,28.94,1
SFIT4280,14.01,14.01,1
SFIT4281,14.96,14.96,1
SFIT4282,16.0,16.0,1
SFIT4283,18.02,13.86,1
SFIT4286,19.46,14.6,1
SFIT4287,19.3,19.3,1
SFIT4288,21.66,19.22,1
SFIT4290,16.43,16.43,1
SFIT4291,23.269,22.8,1
SFIT4292,17.19,17.19,1
SFIT4294,15.21,15.21,1
SFIT4296,19.81,19.81,1
SFIT4299,19.73,19.75,1
SFIT4300,18.31,18.31,1
SFIT4303,20.34,20.34,1
SFIT4304,18.67,17.92,1
SFIT4309,18.38,18.38,1
SFIT4311,25.713,22.32,1
SFIT4312,16.12,16.12,1
SFIT4315,12.251,12.25,1
SFIT4324,11.801,11.8,1
SFIT4329,31.591,31.59,1
SFIT4331,34.538,31.54,1
SFIT4334,17.154,17.77,1
SFIT4338,40.66,30.14,0
SFIT4339,25.766,3.5,0
SFIT4341,34.03,8.87,0
SFIT4346,27.62,0.59,0
SFIT43477,19.22,15.87,1
SFIT4353,19.82,1.59,0
SFIT4354,19.18,0.0,0
SFIT4359,25.72,26.02,1
SFIT4361,20.88,21.71,1
SFIT43658,29.01,1.85,0
SFIT43675,26.657,26.66,1
SFIT4368,21.43,21.43,1
SFIT4371,16.4,15.73,1
SFIT4373,20.99,28.48,1
SFIT4374,22.71,8.18,0
SFIT4375,28.83,2.88,0
SFIT4376,25.755,25.76,1
SFIT4377,21.75,18.24,1
SFIT4379,24.557,24.56,1
SFIT4380,14.524,21.89,1
SFIT4381,26.921,26.93,1
SFIT4386,18.94,18.39,1
SFIT4391,9.686,6.03,1
SFIT4397,16.067,12.07,1
SFIT4400,41.86,36.79,1
SFIT4401,61.39,50.68,0
SFIT4404,32.15,32.16,1
SFIT4405,33.83,32.46,1
SFIT4408,20.114,20.17,1
SFIT4409,22.368,22.39,1
SFIT4411,34.548,27.65,1
SFIT4413,34.16,25.98,0
SFIT4415,35.742,32.2,1
SFIT4416,51.7,51.7,1
SFIT44221,31.54,1.21,0
SFIT4424,12.832,22.05,1
SFIT4430,33.073,33.07,1
SFIT4432,16.2,16.5,1
SFIT4433,13.5,42.64,1
SFIT4434,10.24,110.24,1
SFIT44524,30.97,0.79,0
SFIT45778,15.93,1.19,0
SFIT46661,22.33,1.24,0
SFIT47085,19.66,1.22,0
SFIT47820,10.0,10.84,1
SFIT48112,17.41,16.58,1
SFIT48159,33.57,4.64,0
SFIT48268,20.07,0.01,0
SFIT48284,27.39,2.83,0
SFIT48504,13.591,2.91,0
SFIT49003,14.39,14.48,1
SFIT49345,34.127,34.13,1
SFIT49470,11.984,15.13,1
SFIT49877,10.0,0.0,0
SFIT50078,39.09,39.09,1
SFIT50301,15.28,15.29,1
SFIT50311,9.23,11.97,1
SFIT51941,10.95,14.03,1
SFIT53389,28.68,11.67,0
SFIT54019,35.345,20.43,0
SFIT54408,17.15,3.95,0
SFIT55641,44.1,43.86,1
SFIT55897,13.896,0.92,0
SFIT56573,15.018,24.26,1
SFIT57534,29.35,29.35,1
SFIT57870,29.411,29.41,1
SFIT58569,15.83,15.83,1
SFIT59067,27.335,27.17,1
SFIT61343,11.87,6.35,1
SFIT64799,27.0,21.25,1
SFIT65255,21.222,16.5,1
SFIT65339,11.65,14.01,1
SFIT65618,37.112,34.7,1
SFIT65875,26.101,26.1,1
SFIT66943,37.58,36.77,1
SFIT66944,38.17,37.65,1
SFIT67424,20.737,4.56,0
SFIT68298,55.613,55.63,1
SFIT72212,36.99,32.17,1
SFIT73485,15.26,15.27,1
SFIT74097,15.492,15.49,1
SG15A,34.5,28.49,1
SG16A,34.5,28.5,1
SG17A,24.0,18.48,1
SG18A,24.0,18.48,1
SG19A,46.49,40.85,1
SHAK-1,16.51,16.51,1
SHAK-3,15.72,7.89,1
SIT0017,29.967,30.04,1
SMH00020,18.09,18.11,1
SMH00023,25.49,25.49,1
SMH00030,16.63,19.67,1
SMH00037,10.9,12.46,1
SMH00046,13.85,13.86,1
SMH00059,13.09,14.46,1
SMH00060,13.94,18.52,1
SMH00061,16.1,19.22,1
SMH00106,20.45,28.38,1
SMH00108,22.88,16.39,1
SMH00122,18.03,18.03,1
SMH00134,18.76,1.75,0
SMH00135,53.56,53.56,1
SMH00136,40.17,40.17,1
SMH00139,14.59,0.0,0
SMH00149,12.47,14.6,1
SMH00160,14.0,14.1,1
SMH00161,20.94,20.94,1
SMH00169,17.95,24.18,1
SMH00174,45.21,45.21,1
SMH00183,11.47,16.89,1
SMH00185,15.48,15.95,1
SMH00189,28.91,28.97,1
SMH00217,13.1,18.29,1
SMH00218,16.54,20.59,1
SMH00264,12.49,21.44,1
SMH00281,19.86,19.86,1
SMH00282,21.87,21.87,1
SMH00289,15.4,18.78,1
SMH00302,22.39,11.58,0
SMH00303,14.26,14.26,1
SMH00304,21.9,19.93,1
SMH00311,17.63,20.1,1
SMH00315,22.09,22.09,1
SMH00328,19.538,14.33,1
SMH00329,22.925,20.77,1
SMH00342,12.72,14.07,1
SMH00346,19.74,12.93,1
SMH00387,26.73,26.73,1
SMH00422,14.49,19.9,1
SMH00425,25.93,25.93,1
SMH00437,12.47,15.24,1
SMH00448,27.6,27.6,1
SMH00469,15.54,19.46,1
SMH00481,11.08,8.99,1
SMH00486,13.9,14.51,1
SMH00548,11.66,19.77,1
SMH00590,32.9,33.13,1
SMH00592,30.4,32.32,1
SMH00683,41.6,41.6,1
SMH00707,22.75,34.67,1
SMH00714,26.07,37.0,1
SMH00800,36.836,36.16,1
SMH00812,14.75,16.27,1
SMH00833,12.58,21.1,1
SMH00872,32.84,32.07,1
SMH00873,14.1,14.11,1
SMH00881,16.99,21.31,1
SMH00886,14.968,2.93,0
SMH00891,26.58,26.72,1
SMH00899,24.83,18.71,1
SMH00911,33.73,33.73,1
SMH00912,14.8,14.82,1
SMH00919,23.56,23.58,1
SMH00941,23.83,25.61,1
SMH00949,23.18,37.07,1
SMH00950,12.83,27.64,1
SMH00993,25.87,39.64,1
SMH01032,41.97,35.32,1
SMH01036,38.91,27.81,0
SMH01059,17.39,0.62,0
SMH01065,13.59,15.56,1
SMH01068,19.5,19.5,1
SMH01083,18.5,18.5,1
SMH01089,27.0,24.34,1
SMH01090,12.53,13.54,1
SMH01131,14.72,6.52,0
SMH01133,12.87,12.87,1
SMH01135,13.88,13.88,1
SMH01158,18.98,20.04,1
SMH01163,12.7,6.22,1
SMH01164,10.5,0.65,0
SMH01165,12.4,2.65,0
SMH01167,25.13,9.54,0
SMH01168,43.63,29.96,0
SMH01170,16.5,0.33,0
SMH01173,14.79,14.9,1
SMH01199,18.76,18.77,1
SMH01200,9.27,9.27,1
SMH01203,17.84,16.26,1
SMH01204,15.13,13.42,1
SMH01205,17.16,14.58,1
SMH01211,14.32,19.67,1
SMH01213,13.36,12.83,1
SMH01222,17.42,18.01,1
SMH01227,23.77,7.9,0
SMH01229,13.21,13.24,1
SMH01242,13.76,13.76,1
SMH01245,16.25,16.28,1
SMH01246,26.9,26.91,1
SMH01252,16.3,16.3,1
SMH01255,14.79,14.79,1
SMH01261,19.43,9.6,0
SMH01265,16.3,16.31,1
SMH01266,16.1,16.1,1
SMH01269,27.27,27.27,1
SMH01287,14.14,14.14,1
SMH01291,20.67,15.71,1
SMH01292,19.57,17.33,1
SMH01294,17.13,17.13,1
SMH01302,13.93,13.93,1
SMH01303,22.05,18.35,1
SMH01313,15.35,10.22,1
SMH01340,14.41,14.42,1
SMH01341,15.7,15.71,1
SMH01342,23.06,23.06,1
SMH01344,16.13,12.15,1
SMH01346,15.96,15.96,1
SMH01349,10.86,10.86,1
SMH01358,18.76,11.55,1
SMH01364,15.488,29.86,1
SMH01365,8.6,12.05,1
SMH01371,15.33,19.1,1
SMH01380,23.98,24.04,1
SMH01395,46.56,46.61,1
SMH01403,10.2,10.2,1
SMH01407,8.0,8.0,1
SMH01408,18.9,19.37,1
SMH01430,14.42,16.49,1
SMH01434,12.94,12.94,1
SMH01454,23.01,28.51,1
SMH01456,26.386,26.39,1
SMH01465,16.23,18.58,1
SMH01474,20.5,22.37,1
SMH01477,20.67,25.27,1
SMH01484,23.39,25.5,1
SMH01497,36.54,34.12,1
SMH01505,17.46,18.77,1
SMH01512,21.5,25.78,1
SMH01521,67.47,67.47,1
SMH01526,34.968,33.99,1
SMH01527,25.65,27.43,1
SMH01539,7.47,7.47,1
SMH01540,24.77,24.88,1
SMH01544,15.92,15.92,1
SMH01548,15.38,16.33,1
SMH01561,13.41,13.45,1
SMH01570,57.33,57.33,1
SMH01576,35.82,33.9,1
SMH01580,46.59,37.47,0
SMH01584,23.49,23.49,1
SMH01588,26.9,26.9,1
SMH01591,28.93,24.84,1
SMH01592,18.08,14.26,1
SMH01598,19.09,19.22,1
SMH01612/14770,25.2,25.21,1
SMH01613,29.8,29.8,1
SMH01622,16.35,16.35,1
SMH01624,22.39,22.39,1
SMH01629,11.46,9.31,1
SMH01643,24.53,1.47,0
SMH01649,19.01,19.01,1
SMH01652,28.69,26.9,1
SMH01654,28.06,27.75,1
SMH01655,45.72,36.92,0
SMH01658,23.41,22.94,1
SMH01660,22.27,24.51,1
SMH01666,17.93,25.3,1
SMH01676,22.31,22.31,1
SMH01678,34.04,32.96,1
SMH01679,30.93,30.96,1
SMH01691,13.91,13.92,1
SMH01693,16.72,21.98,1
SMH01696,12.41,14.98,1
SMH01716,43.8,43.81,1
SMH01738,17.48,25.43,1
SMH01740,20.15,24.64,1
SMH01751,18.95,20.8,1
SMH01755,16.36,21.37,1
SMH01761,24.82,21.48,1
SMH01770,13.04,3.96,0
SMH01772,37.38,15.35,0
SMH01786,27.47,0.77,0
SMH01810,20.48,17.45,1
SMH01813,17.79,19.46,1
SMH01822,17.11,14.38,1
SMH01823,22.79,22.79,1
SMH01828,22.75,22.95,1
SMH01838,23.39,23.39,1
SMH01848,24.91,23.43,1
SMH01853,19.62,19.62,1
SMH01854,19.1,1.56,0
SMH01855,20.98,1.57,0
SMH01864,14.56,14.56,1
SMH01865,12.2,13.47,1
SMH01866,9.09,9.09,1
SMH01869,19.69,6.15,0
SMH01876,10.73,12.74,1
SMH01877,20.12,20.12,1
SMH01878,13.7,13.7,1
SMH01886,26.58,26.58,1
SMH01889,10.96,13.66,1
SMH01899,26.26,1.75,0
SMH01904,12.271,1.12,0
SMH01905,16.42,22.78,1
SMH01906,29.11,19.17,0
SMH01908,19.24,0.47,0
SMH01909,36.43,36.45,1
SMH01914,28.23,4.02,0
SMH01923,20.81,19.99,1
SMH01927,26.39,25.92,1
SMH01931,15.11,0.36,0
SMH01932,23.51,23.51,1
SMH01943,24.56,24.42,1
SMH01949,13.05,13.06,1
SMH01956,28.66,26.08,1
SMH01966,13.01,17.01,1
SMH01967,30.65,21.67,0
SMH01971,14.47,11.78,1
SMH01983,34.82,34.82,1
SMH01986,17.96,0.92,0
SMH01987,33.6,19.31,0
SMH02015,14.75,1.1,0
SMH02017,20.01,20.01,1
SMH02023,15.84,15.84,1
SMH02025,14.13,12.5,1
SMH02033,19.66,12.33,1
SMH02038,14.55,23.3,1
SMH02042,14.67,23.16,1
SMH02053,23.29,23.3,1
SMH02056,12.17,17.7,1
SMH02064,11.25,13.29,1
SMH02074,22.16,22.17,1
SMH02122,14.86,21.47,1
SMH02132,17.65,17.67,1
SMH02138,13.99,13.99,1
SMH02144,19.28,19.29,1
SMH02154,16.01,25.62,1
SMH02166,11.03,11.03,1
SMH02179,22.74,22.74,1
SMH02181,25.21,19.23,1
SMH02200,14.75,19.48,1
SMH02201,20.49,1.77,0
SMH02202,20.32,1.79,0
SMH02212,13.98,6.22,1
SMH02226,23.84,23.84,1
SMH02227,16.23,26.85,1
SMH02230,16.58,4.5,0
SMH02232,18.026,4.62,0
SMH02233,11.71,5.07,1
SMH02236,15.49,15.49,1
SMH02240,16.72,16.72,1
SMH02248,12.2,12.2,1
SMH02262,21.1,18.23,1
SMH02268,23.04,20.3,1
SMH02271,19.54,18.23,1
SMH02283,22.99,22.99,1
SMH02294,23.36,15.32,0
SMH02315,14.15,14.15,1
SMH02317,19.06,1.59,0
SMH02320,17.68,17.68,1
SMH02324,39.69,39.69,1
SMH02325,41.23,41.23,1
SMH02326,15.22,14.89,1
SMH02331,40.35,40.35,1
SMH02333,30.48,21.4,0
SMH02342,30.52,15.51,0
SMH02344,18.95,19.03,1
SMH02346,20.11,2.53,0
SMH02347,19.294,0.0,0
SMH02353,12.64,11.03,1
SMH02374,13.21,13.21,1
SMH02375,12.51,16.13,1
SMH02381,14.3,18.81,1
SMH02385,34.67,24.65,0
SMH02387,37.52,25.7,0
SMH02398,35.19,13.26,0
SMH02406,15.33,9.39,1
SMH02409,24.69,21.61,1
SMH02415,9.59,2.61,1
SMH02423,9.24,9.24,1
SMH02428,17.69,17.69,1
SMH02431,11.0,4.58,1
SMH02438,22.3,23.06,1
SMH02439,51.45,51.45,1
SMH02440,53.88,53.88,1
SMH02441,19.77,18.14,1
SMH02442,16.43,9.87,1
SMH02446,18.38,18.38,1
SMH02451,12.6,9.83,1
SMH02452,14.18,16.41,1
SMH02456,18.62,20.18,1
SMH02472,12.04,12.04,1
SMH02479,15.61,8.21,1
SMH02493,16.6,0.39,0
SMH02497,17.05,2.54,0
SMH02498,41.91,41.94,1
SMH02500,18.33,1.48,0
SMH02503,19.09,2.55,0
SMH02506,15.28,4.13,0
SMH02507,21.91,21.91,1
SMH02508,17.98,0.52,0
SMH02510,14.89,15.42,1
SMH02523,20.05,20.05,1
SMH02525,33.23,33.23,1
SMH02533,28.01,25.64,1
SMH02534,14.2,14.21,1
SMH02551,24.34,24.34,1
SMH02559,21.36,21.36,1
SMH02560,20.01,20.01,1
SMH02563,33.4,30.9,1
SMH02565,34.02,34.02,1
SMH02577,15.1,19.42,1
SMH02578,14.9,14.9,1
SMH02583,19.37,19.37,1
SMH02593,23.98,23.98,1
SMH02601,34.56,29.65,1
SMH02620,34.61,9.35,0
SMH02625,43.9,43.9,1
SMH02627,20.79,20.79,1
SMH02628,18.26,1.0,0
SMH02641,29.92,28.66,1
SMH02668,20.53,21.12,1
SMH02672,29.64,2.33,0
SMH02689,16.62,16.68,1
SMH02783,27.57,3.58,0
SMH02789,27.76,26.81,1
SMH02794,31.43,31.43,1
SMH02799,20.15,20.15,1
SMH02805,22.67,17.89,1
SMH02806,36.2,36.2,1
SMH02807,22.57,22.57,1
SMH02809,22.6,22.6,1
SMH02820,32.03,32.03,1
SMH02828,19.41,19.41,1
SMH02829,21.35,21.35,1
SMH02853,30.77,30.77,1
SMH02860,11.95,18.03,1
SMH02870,29.19,29.19,1
SMH02871,38.53,38.53,1
SMH02914,10.71,0.0,0
SMH03202,30.79,31.99,1
SMH03212,22.39,22.39,1
SMH03218,19.03,19.53,1
SMH03223,13.56,15.71,1
SMH03226,18.71,19.53,1
SMH03230,25.67,25.67,1
SMH03244,14.32,16.24,1
SMH03245,15.07,17.08,1
SMH03246,14.59,16.18,1
SMH03252,11.98,13.26,1
SMH03253,10.31,11.06,1
SMH03258,13.63,30.38,1
SMH03262,16.24,16.24,1
SMH03266,14.695,16.13,1
SMH03267,18.93,18.55,1
SMH03270,29.55,29.55,1
SMH03454,17.0,17.27,1
SMH03458,20.91,20.97,1
SMH03459,23.73,23.77,1
SMH03475,11.67,0.0,0
SMH03479,33.34,11.9,0
SMH03484,35.09,2.02,0
SMH03528,37.58,3.09,0
SMH03531,12.22,13.78,1
SMH03551,17.72,18.6,1
SMH03727,18.81,1.88,0
SMH03733,15.46,17.79,1
SMH03750,25.91,2.21,0
SMH03751,11.78,1.26,0
SMH03753,20.85,20.85,1
SMH03764,18.19,1.41,0
SMH03766,28.58,3.27,0
SMH03767,31.59,2.37,0
SMH03783,16.34,16.39,1
SMH03792,27.46,1.13,0
SMH03795,23.23,4.92,0
SMH03797,16.65,16.65,1
SMH03807,21.33,21.36,1
SMH03810,12.29,12.29,1
SMH03813,23.46,23.49,1
SMH03817,29.23,2.54,0
SMH03844,19.34,19.83,1
SMH03868,36.79,6.37,0
SMH03874,22.34,12.34,0
SMH03875,22.76,22.88,1
SMH03881,21.84,15.0,1
SMH03882,17.15,15.82,1
SMH03883,16.1,15.06,1
SMH03884,17.84,14.01,1
SMH03939,43.88,11.14,0
SMH03944,24.97,24.98,1
SMH03951,41.14,6.35,0
SMH03992,10.83,13.16,1
SMH03994,25.25,25.96,1
SMH04024,17.16,17.16,1
SMH04025,14.97,14.98,1
SMH04063,21.31,21.31,1
SMH04083,31.13,28.47,1
SMH04085,21.74,13.12,0
SMH04086,19.12,13.04,1
SMH04094,27.06,13.04,0
SMH04096,29.69,13.37,0
SMH04105,26.15,4.63,0
SMH04111,17.99,17.99,1
SMH04118,21.63,10.57,0
SMH04128,42.42,42.42,1
SMH04138,13.91,13.91,1
SMH04140,17.59,17.67,1
SMH04141,18.85,18.88,1
SMH04155,17.41,16.68,1
SMH04159,19.38,21.14,1
SMH04160,19.65,20.77,1
SMH04163,19.61,18.23,1
SMH04194,15.19,15.19,1
SMH04215,15.01,15.01,1
SMH04220,39.4,32.83,1
SMH04221,36.53,30.95,1
SMH04227,12.86,12.86,1
SMH04235,16.97,14.01,1
SMH04242,13.52,13.54,1
SMH04257,16.18,16.19,1
SMH04262,14.17,5.31,0
SMH04269,14.0,14.0,1
SMH04277,17.96,17.96,1
SMH04282,23.58,19.88,1
SMH04322,11.64,12.2,1
SMH04324,11.98,14.07,1
SMH04326,9.41,9.41,1
SMH04347,28.78,31.07,1
SMH04354,28.77,23.84,1
SMH04361,33.09,25.77,1
SMH04373,37.34,30.12,1
SMH04373o,16.85,8.54,0
SMH04391,16.74,19.53,1
SMH04405,25.38,25.38,1
SMH04408,11.59,11.61,1
SMH04413,16.11,16.11,1
SMH04442,13.32,22.08,1
SMH04445,12.49,20.49,1
SMH04450,12.53,15.67,1
SMH04451,11.22,12.31,1
SMH04472,20.37,26.15,1
SMH04473,12.29,12.29,1
SMH04496,18.12,18.13,1
SMH04498,12.12,15.48,1
SMH04502,30.77,30.78,1
SMH04503,40.91,40.91,1
SMH04509,21.09,21.1,1
SMH04514,30.48,22.39,0
SMH04517,13.27,16.64,1
SMH04521,16.4,16.42,1
SMH04534,27.3,23.45,1
SMH04535,17.75,17.86,1
SMH04536,47.79,44.44,1
SMH04538,15.97,14.93,1
SMH04539,18.15,17.94,1
SMH04553,14.01,20.46,1
SMH04558,17.08,17.1,1
SMH04566,43.33,43.33,1
SMH04569,12.85,12.85,1
SMH04574,18.65,18.65,1
SMH04585,17.96,33.43,1
SMH04588,26.76,28.31,1
SMH04590,28.3,29.14,1
SMH04591,22.07,22.07,1
SMH04592,36.83,29.26,1
SMH04596,18.84,23.43,1
SMH04606,27.28,21.94,1
SMH04612,14.88,12.93,1
SMH04615,41.5,41.5,1
SMH04619,11.22,21.59,1
SMH04623,13.0,31.3,1
SMH04645,19.16,19.16,1
SMH04648,18.24,20.46,1
SMH04674,18.45,18.45,1
SMH04681,17.94,17.94,1
SMH04682,14.15,14.15,1
SMH04711,22.44,22.44,1
SMH04724,21.8,25.52,1
SMH04725,21.8,21.8,1
SMH04730,16.86,16.66,1
SMH04743,32.07,32.13,1
SMH04762,23.51,19.11,1
SMH04770,9.3,12.46,1
SMH04783,13.24,13.25,1
SMH04798,26.11,22.67,1
SMH04800,14.08,15.18,1
SMH04804,18.04,16.6,1
SMH04815,13.35,18.67,1
SMH04817,19.47,19.47,1
SMH04821,15.28,16.82,1
SMH04824,14.65,19.13,1
SMH04844,15.64,16.59,1
SMH04845,14.5,15.61,1
SMH04867,21.29,21.29,1
SMH04884,19.25,19.25,1
SMH04908,20.2,20.22,1
SMH04911,13.68,13.68,1
SMH04948,12.33,12.38,1
SMH04954,20.69,7.04,0
SMH04988,24.3,24.3,1
SMH05014,32.25,32.07,1
SMH05033,15.95,2.11,0
SMH05042,15.8,15.82,1
SMH05051,10.9,12.25,1
SMH05077,16.87,3.42,0
SMH05084,22.49,22.49,1
SMH05125,10.2,13.91,1
SMH05134,24.21,24.21,1
SMH05154,8.3,8.3,1
SMH05162,12.96,14.41,1
SMH05164,10.89,13.5,1
SMH05168,12.53,12.53,1
SMH05175,13.57,13.57,1
SMH05181,24.49,30.76,1
SMH05215,36.9,36.9,1
SMH05216,12.1,12.1,1
SMH05228,18.04,18.04,1
SMH05257,8.68,8.68,1
SMH05262,30.49,30.49,1
SMH05270,16.4,17.27,1
SMH05282,13.22,17.29,1
SMH05286,15.77,15.77,1
SMH05288,19.78,22.63,1
SMH05303,23.21,23.21,1
SMH05312,41.42,36.01,1
SMH05316,21.61,21.61,1
SMH05319,20.06,14.52,1
SMH05322,47.08,47.08,1
SMH05327,27.79,27.79,1
SMH05329,28.73,28.16,1
SMH05364,17.01,19.18,1
SMH05372,61.29,61.35,1
SMH05383,23.58,23.58,1
SMH05391,21.28,21.28,1
SMH05404,22.14,22.14,1
SMH05405,23.5,23.5,1
SMH05406,22.22,22.22,1
SMH05415,19.92,19.92,1
SMH05418,30.62,28.44,1
SMH05421,20.68,16.81,1
SMH05430,20.1,18.87,1
SMH05432,21.2,21.2,1
SMH05447,24.97,35.89,1
SMH05469,16.06,16.58,1
SMH05475,24.05,34.78,1
SMH05479,15.57,28.32,1
SMH05526,19.68,20.17,1
SMH05535,24.35,29.98,1
SMH05550,21.2,35.81,1
SMH05551,21.1,35.71,1
SMH05556,22.34,25.43,1
SMH05561,23.86,3.77,0
SMH05567,17.3,3.26,0
SMH05570,12.153,1.44,0
SMH05572,18.68,3.9,0
SMH05576,10.0,0.88,0
SMH05577,24.04,24.22,1
SMH05579,24.35,24.35,1
SMH05580,18.336,2.84,0
SMH05587,54.76,47.16,1
SMH05588,53.44,46.33,1
SMH05589,13.08,14.38,1
SMH05593,37.21,27.29,0
SMH05602,26.23,27.83,1
SMH05615,32.68,32.63,1
SMH05626,21.25,22.56,1
SMH05633,33.68,33.75,1
SMH05668,27.84,37.6,1
SMH05672,28.0,28.0,1
SMH05673,27.2,27.22,1
SMH05676,36.0,35.88,1
SMH05686,36.36,36.41,1
SMH05689,19.87,19.87,1
SMH05695,21.23,24.74,1
SMH05697,36.66,35.5,1
SMH05699,27.09,28.53,1
SMH05723,23.24,16.87,1
SMH05724,31.41,24.54,1
SMH05726,21.69,21.69,1
SMH05736,42.62,30.79,0
SMH05740,12.0,12.0,1
SMH05745,29.02,30.05,1
SMH05750,33.75,19.97,0
SMH05751,31.13,24.03,1
SMH05756,33.66,33.66,1
SMH05760,13.845,0.95,0
SMH05761,12.615,12.62,1
SMH05765,37.95,31.32,1
SMH05771,34.4,30.02,1
SMH05772,27.0,23.4,1
SMH05774,14.0,14.0,1
SMH05777,13.19,14.01,1
SMH05783,13.83,14.73,1
SMH05786,20.55,23.24,1
SMH05792,38.01,36.21,1
SMH05793,73.06,73.11,1
SMH05794,17.42,17.42,1
SMH05801,45.92,45.92,1
SMH05805,10.55,12.45,1
SMH05807,19.46,19.46,1
SMH05810,38.38,25.93,0
SMH05816,13.18,20.83,1
SMH05818,30.39,30.72,1
SMH05819,24.44,19.56,1
SMH05822,17.48,1.45,0
SMH05825,13.316,14.71,1
SMH05829,36.8,36.8,1
SMH05833,11.271,11.27,1
SMH05834,24.05,7.14,0
SMH05851,26.0,27.11,1
SMH05856,28.09,28.09,1
SMH05858,17.265,2.73,0
SMH05860,30.64,30.64,1
SMH05864,14.89,14.89,1
SMH05867,21.71,30.11,1
SMH05879,25.07,25.08,1
SMH05888,17.16,17.2,1
SMH05904,21.22,21.22,1
SMH05907,14.74,6.56,0
SMH05928,17.22,18.49,1
SMH05943,28.21,28.3,1
SMH05947,20.83,21.62,1
SMH05948,17.94,6.32,0
SMH05962,12.808,4.43,0
SMH05966,25.07,2.7,0
SMH05982,19.63,2.62,0
SMH05989,26.02,26.02,1
SMH05992,39.81,34.53,1
SMH06000,19.47,11.54,1
SMH06005,19.39,9.67,0
SMH06022,16.99,16.99,1
SMH06041,12.641,6.3,1
SMH06045,20.93,19.59,1
SMH06063,14.6,14.6,1
SMH06065,21.41,12.2,0
SMH06067,41.3,43.06,1
SMH06075,16.95,16.96,1
SMH06082,16.63,16.86,1
SMH06084,26.77,26.65,1
SMH06087,22.92,22.92,1
SMH06088,12.57,12.57,1
SMH06089,18.98,19.2,1
SMH06093,30.06,27.65,1
SMH06095,7.51,8.62,1
SMH06097,9.42,9.42,1
SMH06101,17.44,17.44,1
SMH06104,19.31,19.31,1
SMH06106,16.5,14.38,1
SMH06108,15.08,15.08,1
SMH06110,21.13,24.18,1
SMH06111,18.41,18.41,1
SMH06112,19.23,2.45,0
SMH06114,18.5,4.69,0
SMH06120,14.26,20.26,1
SMH06121,16.74,17.84,1
SMH06122,28.27,28.52,1
SMH06130,15.6,20.58,1
SMH06131,28.8,28.9,1
SMH06146,12.59,14.47,1
SMH06149,21.54,21.11,1
SMH06155,10.87,11.11,1
SMH06156,14.8,14.8,1
SMH06167,12.66,13.17,1
SMH06169,10.84,12.82,1
SMH06174,26.44,26.46,1
SMH06176,7.78,10.4,1
SMH06179,12.96,14.67,1
SMH06188,11.89,15.86,1
SMH06236,33.11,27.37,1
SMH06243,13.36,15.05,1
SMH06248,24.556,16.86,1
SMH06249,15.94,15.94,1
SMH06251,24.43,24.43,1
SMH06252,23.47,23.47,1
SMH06264,34.18,34.18,1
SMH06269,15.98,13.3,1
SMH06275,13.01,13.01,1
SMH06303,21.3,38.93,1
SMH06322,13.89,32.38,1
SMH06323,15.74,33.25,1
SMH06324,19.17,30.19,1
SMH06327,13.46,23.16,1
SMH06339,16.02,33.71,1
SMH06385,30.53,41.46,1
SMH06492,20.21,18.17,1
SMH06503,37.77,34.11,1
SMH06511,12.88,12.88,1
SMH06520,13.99,15.39,1
SMH06528,21.46,21.55,1
SMH06537,12.43,12.43,1
SMH06543,18.1,18.1,1
SMH06552,8.0,19.51,1
SMH06558,51.7,40.39,0
SMH06568,13.9,17.96,1
SMH06571,19.18,21.99,1
SMH06576,24.27,27.1,1
SMH06577,26.73,27.06,1
SMH06582,17.64,17.64,1
SMH06584,13.82,13.82,1
SMH06586,18.61,18.61,1
SMH06594,17.04,17.35,1
SMH06599,15.74,15.74,1
SMH06605,50.49,51.35,1
SMH06606,22.27,24.59,1
SMH06613,11.74,19.41,1
SMH06617,56.52,56.94,1
SMH06620,16.8,24.92,1
SMH06634,14.31,14.43,1
SMH06635,18.9,18.9,1
SMH06637,42.62,42.69,1
SMH06648,22.76,22.76,1
SMH06664,11.24,12.55,1
SMH06665,18.46,18.46,1
SMH06667,22.0,22.88,1
SMH06668,17.336,17.79,1
SMH06670,16.766,16.77,1
SMH06673,30.6,30.63,1
SMH06685,19.7,19.7,1
SMH06686,15.3,15.3,1
SMH06692,40.82,40.82,1
SMH06736,21.23,36.38,1
SMH06800,22.9,22.9,1
SMH06801,17.0,17.27,1
SMH06803,18.25,23.43,1
SMH06813,10.18,11.72,1
SMH06814,8.2,9.27,1
SMH06815,19.21,3.95,0
SMH06823,17.77,22.22,1
SMH06827,17.16,14.13,1
SMH06832,16.3,16.3,1
SMH06836,16.4,3.78,0
SMH06841,34.08,36.85,1
