Node,Full_Depth,Max_depth(SWMM),basement flooding
SMH06847,22.44,22.52,1
SMH06850,23.873,2.86,0
SMH06852,21.37,11.41,0
SMH06853,22.87,22.87,1
SMH06868,18.34,18.34,1
SMH06869,28.17,20.39,1
SMH06882,12.27,12.27,1
SMH06884,10.02,1.52,0
SMH06891,28.22,19.76,0
SMH06897,16.88,3.55,0
SMH06907,28.38,29.56,1
SMH06922,15.83,15.83,1
SMH06925,19.52,19.52,1
SMH06928,17.43,17.43,1
SMH06932,19.93,31.51,1
SMH06933,11.5,1.16,0
SMH06941,30.18,29.24,1
SMH06942,35.36,35.75,1
SMH06950,21.33,13.51,1
SMH06957,9.72,9.73,1
SMH06959,11.5,0.76,0
SMH06960,35.64,35.64,1
SMH06963,25.52,25.56,1
SMH06964,14.43,16.31,1
SMH06965,20.61,22.76,1
SMH06988,25.571,3.69,0
SMH06989,20.79,20.4,1
SMH06994,18.73,15.49,1
SMH07007,24.192,0.31,0
SMH07018,24.66,29.12,1
SMH07025,17.018,5.95,0
SMH07035,37.52,36.36,1
SMH07044,19.29,1.81,0
SMH07051,20.78,4.94,0
SMH07075,16.65,16.65,1
SMH07078,31.08,31.08,1
SMH07079,30.17,30.17,1
SMH07100,30.14,30.14,1
SMH07109,13.46,13.47,1
SMH07110,13.5,2.68,0
SMH07113,8.18,8.56,1
SMH07114,13.33,13.33,1
SMH07116,16.0,16.83,1
SMH07133,27.64,27.36,1
SMH07135,35.52,35.52,1
SMH07142,16.37,13.19,1
SMH07153,14.6,4.87,0
SMH07156,31.89,31.89,1
SMH07184,30.77,31.76,1
SMH07190,15.58,0.93,0
SMH07199,26.1,26.11,1
SMH07202,31.56,7.4,0
SMH07203,11.14,0.68,0
SMH07204,16.94,2.44,0
SMH07207,14.97,1.49,0
SMH07208,15.55,15.68,1
SMH07210,29.3,29.62,1
SMH07213,10.55,13.53,1
SMH07229,23.0,23.0,1
SMH07239,25.77,21.32,1
SMH07240,27.32,31.33,1
SMH07244,29.24,28.97,1
SMH07251,14.21,1.22,0
SMH07253,15.78,0.54,0
SMH07254,14.88,0.91,0
SMH07256,24.67,4.45,0
SMH07257,27.4,6.96,0
SMH07258,12.43,2.25,0
SMH07263,10.9,11.93,1
SMH07269,20.74,20.75,1
SMH07287,12.56,13.28,1
SMH07291,10.49,10.49,1
SMH07305,14.88,16.27,1
SMH07317,11.03,11.03,1
SMH07339,7.02,7.02,1
SMH07366/20566,25.51,25.58,1
SMH07366/20566_2,25.51,25.55,1
SMH07373,14.86,14.86,1
SMH07376,13.18,17.12,1
SMH07377,12.16,18.3,1
SMH07378,13.67,17.29,1
SMH07398,16.98,18.62,1
SMH07414,24.92,24.92,1
SMH07419,14.77,1.08,0
SMH07435,14.25,14.26,1
SMH07437,15.55,16.41,1
SMH07439,15.32,15.32,1
SMH07446,12.89,12.89,1
SMH07448,9.29,9.29,1
SMH07449,12.35,12.37,1
SMH07456,13.06,11.14,1
SMH07459,13.48,21.18,1
SMH07462,21.43,23.08,1
SMH07469,17.41,21.4,1
SMH07491,15.4,14.63,1
SMH07492,20.06,20.06,1
SMH07509,13.39,14.7,1
SMH07513,7.9,11.49,1
SMH07515,8.83,8.83,1
SMH07527,10.15,10.15,1
SMH07536,11.33,14.22,1
SMH07541,21.88,24.73,1
SMH07578,25.19,7.89,0
SMH07582,30.74,20.01,0
SMH07583,23.9,23.9,1
SMH07592,24.09,22.43,1
SMH07598,20.99,8.97,0
SMH07610,13.87,14.81,1
SMH07611,8.92,10.31,1
SMH07613,20.78,2.35,0
SMH07619,45.29,39.06,1
SMH07625,9.5,9.5,1
SMH07631,21.83,21.85,1
SMH07632,12.768,14.59,1
SMH07644,17.56,19.22,1
SMH07646,15.45,23.76,1
SMH07650,8.64,8.64,1
SMH07653,24.88,26.4,1
SMH07654,17.94,22.4,1
SMH07657,15.6,15.6,1
SMH07659,14.69,14.69,1
SMH07660,13.96,9.68,1
SMH07668,33.73,33.57,1
SMH07676,20.99,20.99,1
SMH07678,13.22,13.33,1
SMH07681,14.3,14.31,1
SMH07683,17.87,17.87,1
SMH07697,22.0,4.54,0
SMH07734/27506/47794,25.12,25.12,1
SMH07738,17.43,16.43,1
SMH07753,33.82,4.58,0
SMH07756,20.44,20.46,1
SMH07773,21.59,20.58,1
SMH07774,14.68,14.68,1
SMH07780,22.37,23.83,1
SMH07784,31.46,0.62,0
SMH07786,15.15,3.24,0
SMH07787,24.09,7.87,0
SMH07794,33.13,33.13,1
SMH07795,15.63,15.63,1
SMH07800,24.47,24.47,1
SMH07802,16.28,16.28,1
SMH07803,22.39,22.39,1
SMH07829,15.63,15.63,1
SMH07834,11.84,11.65,1
SMH07846,18.2,18.2,1
SMH07848,14.07,14.08,1
SMH07851,17.38,16.14,1
SMH07853,15.16,15.16,1
SMH07856,18.78,18.78,1
SMH07864,14.58,14.6,1
SMH07865,14.1,14.1,1
SMH07877,7.19,0.53,1
SMH07878,14.97,14.97,1
SMH07880,10.719,1.68,0
SMH07885,22.24,22.24,1
SMH07916,10.0,10.86,1
SMH07921,17.56,17.57,1
SMH07925,15.74,15.74,1
SMH07927,20.8,13.59,1
SMH07940,15.42,15.42,1
SMH07942,24.3,22.25,1
SMH07947,16.06,18.17,1
SMH07948,22.26,22.26,1
SMH07949,29.92,31.55,1
SMH07953,31.17,32.36,1
SMH07961,47.52,47.52,1
SMH07962,48.61,48.64,1
SMH07971,16.057,16.06,1
SMH07972,16.156,16.16,1
SMH07973,10.1,7.11,1
SMH07981,14.296,14.3,1
SMH07982,11.0,27.66,1
SMH07985,10.0,10.0,1
SMH07986,11.29,10.93,1
SMH07986b,11.29,10.45,1
SMH07990,11.13,10.38,1
SMH08001,20.04,29.94,1
SMH08004,55.72,55.73,1
SMH08007,13.33,16.51,1
SMH08010,19.93,19.93,1
SMH08013,55.93,55.95,1
SMH08023,29.05,32.07,1
SMH08024,15.119,15.12,1
SMH08036,22.73,26.53,1
SMH08042,23.45,23.45,1
SMH08062,22.09,25.31,1
SMH08064,23.73,26.27,1
SMH08070,18.83,18.83,1
SMH08081,34.51,31.72,1
SMH08082,32.35,32.37,1
SMH08093,16.28,26.39,1
SMH08096,21.17,28.13,1
SMH08097,34.86,33.54,1
SMH08105,46.14,46.14,1
SMH08112,15.89,18.98,1
SMH08121,8.07,11.38,1
SMH08131,16.28,17.2,1
SMH08134,21.59,21.6,1
SMH08140,27.29,24.09,1
SMH08153,36.11,33.79,1
SMH08160,10.76,10.76,1
SMH08167,13.06,20.29,1
SMH08176,18.64,21.5,1
SMH08177,39.14,14.99,0
SMH08181,31.76,31.11,1
SMH08183,29.43,29.43,1
SMH08189,21.81,21.82,1
SMH08193,12.57,13.67,1
SMH08196,16.31,16.31,1
SMH08199,31.37,1.54,0
SMH08200,24.35,1.45,0
SMH08211,25.17,24.62,1
SMH08220,37.27,30.06,1
SMH08231,18.59,18.07,1
SMH08235,13.64,13.64,1
SMH08247,22.13,21.81,1
SMH08249,19.46,19.01,1
SMH08250,22.4,22.4,1
SMH08254,29.07,15.49,0
SMH08259,22.83,22.83,1
SMH08262,18.51,27.15,1
SMH08278,27.09,1.99,0
SMH08279,24.68,18.66,1
SMH08286,10.3,0.0,0
SMH08291,14.46,15.89,1
SMH08301,19.23,19.24,1
SMH08304,10.25,14.97,1
SMH08305,9.4,16.65,1
SMH08315,14.0,16.21,1
SMH08331,33.39,29.4,1
SMH08332,19.6,6.51,0
SMH08334,20.7,6.33,0
SMH08336,8.34,0.55,1
SMH08340,8.58,8.58,1
SMH08342,20.43,20.43,1
SMH08343,14.45,14.45,1
SMH08347,16.8,1.32,0
SMH08355,20.37,22.97,1
SMH08356,12.19,15.28,1
SMH08363,13.02,13.03,1
SMH08365,16.77,16.77,1
SMH08369,17.72,17.61,1
SMH08372,22.59,18.9,1
SMH08383,10.0,1.08,0
SMH08390,28.8,28.8,1
SMH08391,18.58,2.87,0
SMH08396,23.88,9.63,0
SMH08398,15.23,15.23,1
SMH08406,13.49,14.08,1
SMH08413,16.78,16.78,1
SMH08414,31.06,31.06,1
SMH08420,14.2,6.46,1
SMH08425,33.82,33.83,1
SMH08428,20.11,20.11,1
SMH08429,20.28,20.28,1
SMH08441,35.29,11.11,0
SMH08442,13.217,1.06,0
SMH08447,22.27,15.88,1
SMH08458,25.91,25.91,1
SMH08460,37.25,26.82,0
SMH08464,15.62,15.63,1
SMH08465,31.74,31.74,1
SMH08472,21.87,1.14,0
SMH08473,20.8,0.95,0
SMH08476,15.728,0.0,0
SMH08478,21.26,0.82,0
SMH08495,20.6,21.11,1
SMH08495o,20.7,21.0,1
SMH08502,20.61,1.17,0
SMH08521,19.94,24.11,1
SMH08525,13.05,21.86,1
SMH08526,12.89,21.94,1
SMH08527,15.69,24.97,1
SMH08529,12.81,13.44,1
SMH08536,13.34,55.12,1
SMH08542,13.97,18.73,1
SMH08543,8.89,10.01,1
SMH08546,15.25,30.47,1
SMH08560,29.59,29.59,1
SMH08568,13.55,22.01,1
SMH08570,20.82,20.82,1
SMH08571,21.5,21.5,1
SMH08572,22.69,22.69,1
SMH08584,19.59,7.85,0
SMH08585,20.03,1.71,0
SMH08594,13.49,13.5,1
SMH08611,9.64,9.64,1
SMH08612,11.33,11.33,1
SMH08617,20.0,20.0,1
SMH08620,13.47,13.48,1
SMH08636,23.03,23.03,1
SMH08644,43.76,43.83,1
SMH08648,11.813,11.81,1
SMH08659,13.55,13.56,1
SMH08660,12.12,13.08,1
SMH08663,12.31,12.55,1
SMH08683,29.25,26.61,1
SMH08697,18.41,18.41,1
SMH08702,30.33,25.56,1
SMH08706,17.16,17.16,1
SMH08707,19.93,22.17,1
SMH08720,18.81,20.57,1
SMH08728,35.13,23.17,0
SMH08730,35.01,23.72,0
SMH08731,25.93,19.29,1
SMH08748,18.14,18.14,1
SMH08750,11.92,11.96,1
SMH08758,16.63,16.63,1
SMH08759,14.03,14.0,1
SMH08764,22.38,25.18,1
SMH08766,21.75,23.66,1
SMH08771,28.2,25.82,1
SMH08774,21.42,18.12,1
SMH08775,23.54,18.06,1
SMH08778,24.36,25.49,1
SMH08796,19.08,14.37,1
SMH08806,27.05,27.05,1
SMH08808,18.14,1.66,0
SMH08825,20.5,20.64,1
SMH08828,19.92,1.57,0
SMH08829,48.0,47.43,1
SMH08835,19.37,19.37,1
SMH08836,27.27,27.27,1
SMH08837,28.13,28.13,1
SMH08845,18.57,3.12,0
SMH08851,16.36,16.36,1
SMH08855,25.82,8.99,0
SMH08856,13.64,2.03,0
SMH08863,32.36,32.36,1
SMH08864,28.9,23.5,1
SMH08867,28.83,21.77,1
SMH08874,16.52,0.82,0
SMH08875,17.41,0.35,0
SMH08888,13.88,14.83,1
SMH08894,17.02,17.02,1
SMH08895,20.73,20.75,1
SMH08897,47.46,47.46,1
SMH08898,36.86,24.22,0
SMH08900,15.99,14.13,1
SMH08901,12.15,12.15,1
SMH08904,14.11,2.23,0
SMH08908,14.91,12.63,1
SMH08922,22.07,11.29,0
SMH08927,13.73,13.75,1
SMH08935,17.5,4.2,0
SMH08936,11.33,2.96,0
SMH08937,13.54,6.42,1
SMH08943,15.96,15.96,1
SMH08958,12.56,12.56,1
SMH08961,24.23,22.0,1
SMH08962,20.81,19.65,1
SMH08963,19.88,19.88,1
SMH08965,16.89,23.83,1
SMH08969,14.83,14.83,1
SMH09002,17.35,10.76,1
SMH09007,12.91,8.25,1
SMH09009,10.91,6.59,1
SMH09025,17.23,5.13,0
SMH09028,14.79,5.68,0
SMH09036,10.21,13.12,1
SMH09038,13.53,17.83,1
SMH09040,45.44,45.7,1
SMH09044,18.88,13.92,1
SMH09047,33.71,33.71,1
SMH09053,26.87,26.87,1
SMH09058,13.9,13.9,1
SMH09059,17.38,19.83,1
SMH09060,19.26,18.42,1
SMH09074,20.6,20.6,1
SMH09081,15.548,15.55,1
SMH09082,16.777,15.41,1
SMH09085,19.7,1.86,0
SMH09088,13.2,12.08,1
SMH09089,10.0,11.44,1
SMH09091,22.19,15.72,1
SMH09092,29.77,21.44,0
SMH09098,41.13,28.88,0
SMH09101,24.457,24.46,1
SMH09102,25.601,25.6,1
SMH09108,22.41,22.41,1
SMH09109,14.0,13.33,1
SMH09111,44.09,44.09,1
SMH09117,13.89,12.94,1
SMH09118,14.2,13.19,1
SMH09124,13.89,13.89,1
SMH09134,15.302,14.21,1
SMH09137,31.01,29.67,1
SMH09142,17.16,1.1,0
SMH09147,21.04,17.45,1
SMH09172,18.06,18.08,1
SMH09173,17.27,17.29,1
SMH09198,26.55,26.55,1
SMH09207,16.54,16.59,1
SMH09232,10.47,10.74,1
SMH09243,27.01,27.01,1
SMH09281,22.55,22.55,1
SMH09286,24.26,2.02,0
SMH09297,11.81,0.0,0
SMH09307,38.83,38.85,1
SMH09685,19.1,19.1,1
SMH09686,17.95,28.76,1
SMH09696,13.39,15.49,1
SMH09698,19.77,19.77,1
SMH09699,17.05,18.32,1
SMH09704,17.86,26.72,1
SMH09715,6.88,13.1,1
SMH09727,10.78,10.81,1
SMH09728,11.66,11.83,1
SMH09731,12.68,12.74,1
SMH09732,13.49,17.56,1
SMH09733,24.61,24.77,1
SMH09736,16.19,16.28,1
SMH09737,26.64,26.11,1
SMH09739,28.69,28.69,1
SMH09741,13.73,22.19,1
SMH09744,14.61,16.14,1
SMH09745,16.01,15.85,1
SMH09754,15.19,18.9,1
SMH09757,26.8,26.8,1
SMH09950,16.76,1.23,0
SMH09958,18.41,4.23,0
SMH09959,21.18,2.62,0
SMH09995,32.22,3.56,0
SMH10017,13.98,14.76,1
SMH10028,12.5,14.45,1
SMH10029,11.24,12.54,1
SMH10030,13.09,13.11,1
SMH10033,17.14,17.15,1
SMH10041,14.89,0.91,0
SMH10062,23.15,1.19,0
SMH10076,17.81,17.83,1
SMH10218,24.22,1.24,0
SMH10223,14.34,1.69,0
SMH10228,25.4,1.22,0
SMH10229,17.5,2.3,0
SMH10234,17.43,17.62,1
SMH10235,16.5,16.7,1
SMH10236,17.05,17.41,1
SMH10240,15.16,17.55,1
SMH10259,20.09,1.34,0
SMH10289,12.77,13.02,1
SMH10295,17.52,0.93,0
SMH10304,16.93,1.78,0
SMH10310,17.17,0.65,0
SMH10314,11.19,11.19,1
SMH10319,9.71,0.57,0
SMH10320,34.44,1.71,0
SMH10332,15.04,14.34,1
SMH10348,17.52,0.8,0
SMH10350,38.83,1.73,0
SMH10353,30.76,3.41,0
SMH10368,34.57,3.82,0
SMH10369,28.39,1.5,0
SMH10378,15.64,1.61,0
SMH10379,12.74,0.0,0
SMH10387,21.76,22.09,1
SMH10489,36.86,3.64,0
SMH10523,15.18,1.61,0
SMH10530,41.3,41.7,1
SMH10535,21.87,1.81,0
SMH10541,17.73,5.3,0
SMH10569,41.13,33.59,1
SMH10570,31.88,31.88,1
SMH10572,20.12,20.12,1
SMH10573,31.27,20.75,0
SMH10592,22.87,17.43,1
SMH10600,31.1,7.22,0
SMH10601,29.03,3.73,0
SMH10606,39.92,39.92,1
SMH10616,23.0,10.75,0
SMH10625,24.23,14.49,0
SMH10633,21.89,19.0,1
SMH10641,25.35,16.7,0
SMH10646,33.33,24.74,0
SMH10647,26.43,26.44,1
SMH10648,34.61,16.75,0
SMH10649,35.48,22.81,0
SMH10650,24.46,8.36,0
SMH10652,19.41,19.41,1
SMH10654,16.06,4.94,0
SMH10655,13.22,4.55,0
SMH10656,20.82,12.44,0
SMH10658,14.77,4.54,0
SMH10660,26.97,23.39,1
SMH10666,20.53,18.16,1
SMH10673,20.45,20.45,1
SMH10676,21.7,21.7,1
SMH10686,27.12,27.12,1
SMH10697,20.98,24.12,1
SMH10707,12.17,16.58,1
SMH10710,14.07,14.08,1
SMH10716,19.86,21.61,1
SMH10767,12.51,12.61,1
SMH10771,36.79,36.79,1
SMH10777,32.07,32.07,1
SMH10794,20.98,20.26,1
SMH10813,20.97,18.39,1
SMH10849,37.15,37.15,1
SMH10851,13.29,13.29,1
SMH10853,13.37,13.63,1
SMH10877,16.83,16.84,1
SMH10887,16.78,18.89,1
SMH10895,13.55,23.98,1
SMH10909,19.57,24.99,1
SMH10925,18.07,24.78,1
SMH10931,30.66,30.7,1
SMH10932,14.54,14.54,1
SMH10934,14.09,15.49,1
SMH10941,16.67,16.67,1
SMH10943,14.98,14.98,1
SMH10951,10.77,10.79,1
SMH10960,9.1,12.21,1
SMH10962,44.56,44.56,1
SMH10964,16.41,16.42,1
SMH10970,16.56,16.56,1
SMH10974,14.24,14.25,1
SMH11006,18.49,18.5,1
SMH11008,17.81,23.25,1
SMH11040,18.23,18.25,1
SMH11044,15.88,19.42,1
SMH11045,29.67,29.67,1
SMH11054,14.83,14.83,1
SMH11064,44.77,44.77,1
SMH11070,26.6,20.83,1
SMH11086,16.84,16.84,1
SMH11100,36.26,30.93,1
SMH11108,15.48,15.48,1
SMH11110,15.67,15.67,1
SMH11116,38.43,38.43,1
SMH11130,21.94,16.48,1
SMH11136,13.5,16.92,1
SMH11146,19.3,18.71,1
SMH11147,21.063,26.68,1
SMH11149,22.19,22.19,1
SMH11154,11.8,17.4,1
SMH11173,25.35,25.39,1
SMH11178,20.46,14.88,1
SMH11196,15.83,10.94,1
SMH11197,30.96,31.03,1
SMH11271,17.55,10.04,1
SMH11276,13.94,13.94,1
SMH11278,37.23,31.37,1
SMH11280,18.34,18.34,1
SMH11284,32.26,27.46,1
SMH11298,15.54,15.54,1
SMH11306,36.31,36.39,1
SMH11320,26.31,23.06,1
SMH11337,11.09,18.6,1
SMH11347,16.31,19.88,1
SMH11354,27.67,27.67,1
SMH11364,12.67,12.67,1
SMH11366,21.1,21.1,1
SMH11367,19.95,19.96,1
SMH11368,14.32,16.69,1
SMH11370,32.91,32.91,1
SMH11373,27.47,27.07,1
SMH11374,21.85,21.85,1
SMH11379,16.43,22.22,1
SMH11380,15.59,13.49,1
SMH11392,10.44,10.44,1
SMH11396,11.83,11.84,1
SMH11405,16.33,16.33,1
SMH11412,13.87,13.87,1
SMH11441,11.8,13.01,1
SMH11471,13.2,14.75,1
SMH11472,21.3,11.03,0
SMH11490,15.86,27.8,1
SMH11501,34.74,44.75,1
SMH11503,16.39,1.05,0
SMH11506,16.32,2.04,0
SMH11538,25.37,36.14,1
SMH11590,13.38,15.16,1
SMH11591,21.7,21.7,1
SMH11599,14.39,1.01,0
SMH11605,16.05,2.86,0
SMH11608,18.95,18.95,1
SMH11609,20.36,20.36,1
SMH11621,19.75,19.75,1
SMH11651,15.4,27.47,1
SMH11666,15.17,15.18,1
SMH11684,26.53,26.58,1
SMH11686,27.09,27.09,1
SMH11687,25.7,25.7,1
SMH11689,15.09,18.47,1
SMH11708,15.56,15.56,1
SMH11720,18.65,18.65,1
SMH11732,37.67,33.73,1
SMH11736,24.97,24.97,1
SMH11765,29.17,29.17,1
SMH11776,22.13,35.91,1
SMH11784,14.6,16.89,1
SMH11786,15.62,14.13,1
SMH11799,16.49,0.45,0
SMH11801,14.87,0.52,0
SMH11809,13.58,23.4,1
SMH11813,19.72,23.32,1
SMH11819,15.52,18.53,1
SMH11831,37.47,44.96,1
SMH11839,22.81,23.88,1
SMH11840,21.46,24.37,1
SMH11843,17.89,17.89,1
SMH11845,21.01,11.3,0
SMH11846,22.76,14.0,0
SMH11848,20.32,19.53,1
SMH11851,14.76,21.18,1
SMH11862,39.81,39.81,1
SMH11867,49.42,49.42,1
SMH11886,16.53,19.51,1
SMH11887,15.72,20.06,1
SMH11888,15.98,20.74,1
SMH11890,23.15,23.15,1
SMH11907,23.29,17.89,1
SMH11915,20.73,20.73,1
SMH11939,18.55,20.02,1
SMH11940,21.97,31.93,1
SMH11962,25.79,34.69,1
SMH11966,11.68,20.44,1
SMH11968,18.44,29.4,1
SMH11969,13.04,13.05,1
SMH12018,23.88,27.74,1
SMH12027,24.38,24.97,1
SMH12028,55.99,43.9,0
SMH12051,19.78,24.87,1
SMH12058,19.1,19.1,1
SMH12060,18.7,21.81,1
SMH12066,21.82,25.33,1
SMH12086,21.78,10.04,0
SMH12090,24.25,24.25,1
SMH12102,16.19,17.45,1
SMH12116,27.76,27.76,1
SMH12119,17.32,4.44,0
SMH12121,21.927,21.93,1
SMH12146,10.5,10.5,1
SMH12147,27.37,27.88,1
SMH12148,26.32,26.32,1
SMH12155,19.53,20.04,1
SMH12156,29.27,29.55,1
SMH12180,15.32,19.68,1
SMH12192,12.07,12.55,1
SMH12197,22.79,25.62,1
SMH12202,28.2,28.2,1
SMH12214,23.1,23.1,1
SMH12239,19.13,22.78,1
SMH12253,15.46,15.46,1
SMH12256,13.99,13.99,1
SMH12262,38.84,30.58,0
SMH12267,33.257,1.18,0
SMH12270,12.71,13.49,1
SMH12276,13.74,17.52,1
SMH12281,15.58,15.58,1
SMH12283,26.51,26.01,1
SMH12286,13.91,13.94,1
SMH12288,16.55,16.12,1
SMH12289,15.35,15.35,1
SMH12290,35.7,35.7,1
SMH12296,30.9,0.0,0
SMH12327,19.92,19.92,1
SMH12329,17.13,5.37,0
SMH12332,27.01,27.59,1
SMH12335,27.54,27.54,1
SMH12343,10.29,1.41,0
SMH12349,24.002,24.0,1
SMH12351,20.74,23.81,1
SMH12355,11.344,17.14,1
SMH12359,23.76,23.76,1
SMH12360,20.207,20.6,1
SMH12364,13.56,13.6,1
SMH12365,22.02,22.02,1
SMH12366,22.5,22.5,1
SMH12368,12.0,11.48,1
SMH12371,29.22,29.22,1
SMH12372,16.94,16.95,1
SMH12401,19.44,19.44,1
SMH12410,10.99,5.36,1
SMH12434,28.27,28.32,1
SMH12453,9.72,5.46,1
SMH12459,23.66,2.91,0
SMH12465,18.0,21.42,1
SMH12466,19.29,21.74,1
SMH12469,20.62,22.7,1
SMH12470,10.7,12.96,1
SMH12471,7.96,10.83,1
SMH12476,16.65,0.79,0
SMH12487,16.89,15.72,1
SMH12489,14.79,14.79,1
SMH12491,30.23,30.23,1
SMH12516,28.442,22.8,1
SMH12524,8.19,8.19,1
SMH12525,9.28,9.31,1
SMH12526,18.75,11.38,1
SMH12527,8.41,8.41,1
SMH12532,10.23,10.24,1
SMH12544,20.21,20.21,1
SMH12546,13.48,13.48,1
SMH12547,43.62,44.86,1
SMH12555,25.19,25.21,1
SMH12569,13.77,5.66,0
SMH12575,16.43,16.45,1
SMH12582,12.59,13.04,1
SMH12599,15.44,15.45,1
SMH12609,19.37,13.49,1
SMH12610,16.17,16.17,1
SMH12616,11.33,11.34,1
SMH12621,18.63,16.3,1
SMH12623,21.18,16.2,1
SMH12631,19.88,20.52,1
SMH12632,17.56,18.11,1
SMH12638,19.04,21.28,1
SMH12643,17.671,17.67,1
SMH12652,23.39,23.39,1
SMH12656,10.49,12.12,1
SMH12665,9.16,10.58,1
SMH12684,11.37,13.42,1
SMH12693,16.12,17.27,1
SMH12696,16.04,16.55,1
SMH12699,11.66,11.7,1
SMH12700,19.46,19.47,1
SMH12702,14.1,14.11,1
SMH12706,9.24,33.7,1
SMH12708,38.19,36.99,1
SMH12714,11.45,11.45,1
SMH12715,14.09,14.09,1
SMH12719,24.269,24.27,1
SMH12720,23.6,23.61,1
SMH12725,30.13,30.13,1
SMH12728,26.03,29.2,1
SMH12732,18.46,22.6,1
SMH12742,14.42,19.95,1
SMH12743,17.33,20.8,1
SMH12745,27.0,27.0,1
SMH12749,27.14,27.89,1
SMH12754,15.7,13.84,1
SMH12761,17.17,17.41,1
SMH12762,18.42,8.72,0
SMH12780,21.11,16.67,1
SMH12782,19.4,12.02,1
SMH12794,7.26,7.43,1
SMH12796,15.83,15.83,1
SMH12844,18.56,29.84,1
SMH13053,9.62,10.29,1
SMH13065,23.0,2.85,0
SMH13066,17.14,4.79,0
SMH13067,11.94,13.56,1
SMH13075,33.53,33.53,1
SMH13077,28.95,35.51,1
SMH13083,20.72,25.11,1
SMH13084,20.43,25.53,1
SMH13085,20.47,25.29,1
SMH13087,27.03,27.03,1
SMH13091,31.9,31.9,1
SMH13092,13.01,14.09,1
SMH13099,20.37,22.32,1
SMH13100,28.65,28.65,1
SMH13101,16.4,16.41,1
SMH13106,21.82,22.24,1
SMH13107,21.16,22.69,1
SMH13114,19.27,19.27,1
SMH13130,27.68,29.23,1
SMH13138,26.34,26.34,1
SMH13139,21.26,24.81,1
SMH13142,16.29,19.18,1
SMH13150,19.5,25.2,1
SMH13156,17.24,17.25,1
SMH13161,31.6,30.75,1
SMH13172,13.73,13.79,1
SMH13178,18.34,18.34,1
SMH13198,13.27,15.37,1
SMH13199,13.77,22.11,1
SMH13202,12.3,15.02,1
SMH13204,54.47,55.04,1
SMH13211,17.25,17.25,1
SMH13216,45.39,46.07,1
SMH13217,14.9,9.97,1
SMH13219,28.78,28.78,1
SMH13228,13.92,15.13,1
SMH13229,15.0,15.77,1
SMH13236,15.0,15.0,1
SMH13238,28.73,28.73,1
SMH13243,21.55,21.55,1
SMH13251,32.52,32.52,1
SMH13257,13.6,13.6,1
SMH13259,12.893,15.02,1
SMH13261,15.89,18.22,1
SMH13276,29.5,29.75,1
SMH13277,21.826,24.6,1
SMH13280,20.7,20.7,1
SMH13282,13.2,13.2,1
SMH13284,7.5,1.22,1
SMH13290,17.4,18.16,1
SMH13292,13.175,15.5,1
SMH13298,17.96,15.08,1
SMH13299,18.83,15.39,1
SMH13305,13.1,31.85,1
SMH13370,15.64,15.64,1
SMH13372,17.03,3.78,0
SMH13379,37.07,37.07,1
SMH13381,22.48,22.48,1
SMH13394,23.72,27.76,1
SMH13400,13.36,2.95,0
SMH13401,17.1,17.1,1
SMH13404,19.21,21.19,1
SMH13409,11.958,13.34,1
SMH13410,12.8,12.8,1
SMH13412,16.8,16.8,1
SMH13417,13.702,2.6,0
SMH13421,34.61,36.04,1
SMH13425,19.94,21.61,1
SMH13438,39.8,39.87,1
SMH13445,25.11,26.06,1
SMH13446,17.03,3.36,0
SMH13450,17.25,3.74,0
SMH13464,12.669,0.72,0
SMH13478,24.4,24.59,1
SMH13480,15.45,21.97,1
SMH13483,25.29,26.63,1
SMH13495,35.67,35.67,1
SMH13496,26.15,34.65,1
SMH13498,28.28,29.89,1
SMH13499,33.78,34.58,1
SMH13518,25.58,25.61,1
SMH13528,21.44,4.0,0
SMH13533,21.673,3.39,0
SMH13535,17.2,16.98,1
SMH13542,13.8,16.71,1
SMH13544,34.18,34.18,1
SMH13550,30.32,32.94,1
SMH13552,21.05,21.05,1
SMH13584,10.35,0.98,0
SMH13589,28.99,12.49,0
SMH13596,15.33,21.82,1
SMH13599,21.53,22.92,1
SMH13615,30.85,30.85,1
SMH13624,17.13,16.45,1
SMH13628,16.05,16.05,1
SMH13630,16.42,0.32,0
SMH13636,15.302,15.3,1
SMH13637,23.212,24.3,1
SMH13646,23.05,2.94,0
SMH13652,29.55,29.55,1
SMH13655,30.74,30.75,1
SMH13658,20.13,17.56,1
SMH13659,46.53,29.09,0
SMH13666,17.73,18.28,1
SMH13673,13.77,13.77,1
SMH13676,19.49,7.89,0
SMH13679,17.76,22.32,1
SMH13680,27.02,19.98,1
SMH13682,10.0,10.5,1
SMH13684,19.67,19.68,1
SMH13685,17.6,18.64,1
SMH13699,13.82,4.95,0
SMH13701,33.13,19.29,0
SMH13704,27.7,27.72,1
SMH13708,24.29,25.51,1
SMH13710,25.67,15.23,0
SMH13722,16.74,17.44,1
SMH13723,19.46,19.46,1
SMH13726,12.25,2.01,0
SMH13736,16.23,0.84,0
SMH13737,10.07,3.07,1
SMH13742,22.47,4.36,0
SMH13746,19.81,19.46,1
SMH13761,17.05,18.96,1
SMH13764,38.21,38.29,1
SMH13766,33.22,33.57,1
SMH13782,20.94,16.06,1
SMH13802,37.93,37.96,1
SMH13807,21.3,3.64,0
SMH13821,17.59,5.34,0
SMH13833,12.62,14.57,1
SMH13835,24.8,26.55,1
