Node ID,Max Depth (ft)
SMH53753,20.78
SMH53755,16.28
SMH53758,1.03
SMH53760,18.23
SMH53762,1.49
SMH53769,15.38
SMH53780,15.2
SMH53782,29.02
SMH53788,0.53
SMH53792,1.43
SMH53794,29.47
SMH53795,28.07
SMH53811,13.29
SMH53821,25.57
SMH53823,13.64
SMH53827,39.75
SMH53845,1.22
SMH53847,0.0
SMH53863,1.06
SMH53882,17.88
SMH53887,21.79
SMH53896,2.24
SMH53899,23.98
SMH53902,22.24
SMH53922,20.49
SMH53924,25.08
SMH53932,8.96
SMH53936,1.32
SMH53941,21.0
SMH53943,16.18
SMH53952,1.1
SMH53956,20.82
SMH53966,8.86
SMH53976,0.26
SMH53979,29.15
SMH53981,1.22
SMH53994,25.51
SMH53996,0.45
SMH53999,18.42
SMH54001,12.55
SMH54002,5.19
SMH54004,0.62
SMH54008,28.41
SMH54011,29.69
SMH54016,30.36
SMH54019,29.17
SMH54032,13.58
SMH54037,27.97
SMH54038,8.52
SMH54048,18.93
SMH54052,1.91
SMH54068,1.36
SMH54075,2.04
SMH54076,20.66
SMH54079,0.48
SMH54082,16.75
SMH54083,16.25
SMH54087,16.41
SMH54093,4.64
SMH54097,1.18
SMH54108,5.67
SMH54113,3.19
SMH54117,0.0
SMH54127,1.76
SMH54131,2.88
SMH54134,17.88
SMH54136,45.46
SMH54139,12.22
SMH54153,2.07
SMH54155,24.52
SMH54159,12.11
SMH54163,20.75
SMH54173,20.56
SMH54175,17.5
SMH54180,2.13
SMH54185,24.32
SMH54196,11.8
SMH54214,4.73
SMH54230,21.05
SMH54231,24.52
SMH54239,15.09
SMH54244,14.07
SMH54265,18.66
SMH54266,19.48
SMH54268,22.05
SMH54270,22.25
SMH54278,25.12
SMH54286,5.09
SMH54288,20.97
SMH54289,8.29
SMH54290,6.37
SMH54300,6.51
SMH54307,11.2
SMH54310,9.37
SMH54316,15.58
SMH54319,28.83
SMH54323,9.93
SMH54334,28.36
SMH54355,21.87
SMH54364,0.92
SMH54366,13.46
SMH54367,21.24
SMH54368,9.11
SMH54371,2.08
SMH54373,24.39
SMH54376,42.17
SMH54394,16.62
SMH54396,21.39
SMH54398,16.42
SMH54402,36.49
SMH54409,18.73
SMH54415,44.66
SMH54418,19.92
SMH54419,19.2
SMH54421,41.72
SMH54425,19.08
SMH54426,19.14
SMH54427,12.17
SMH54430,24.24
SMH54431,24.17
SMH54438,18.33
SMH54441,12.81
SMH54445_2,2.6
SMH54447,16.27
SMH54448,35.97
SMH54449,28.26
SMH54450,27.68
SMH54453,30.69
SMH54457,19.02
SMH54458,19.66
SMH54459,20.01
SMH54460,22.96
SMH54465,20.14
SMH54467,45.89
SMH54468,23.57
SMH54471,7.45
SMH54476,19.29
SMH54479,19.56
SMH54483,38.89
SMH54484,35.2
SMH54486,23.04
SMH54492,20.03
SMH54497,14.76
SMH54498,14.85
SMH54498_2,14.84
SMH54499,70.16
SMH54500,32.59
SMH54501,40.74
SMH54502,46.49
SMH54503,43.47
SMH54506,2.44
SMH54507,28.98
SMH54510,29.43
SMH54513,10.79
SMH54514,7.82
SMH54515,6.83
SMH54527,42.15
SMH54531,44.35
SMH54532,43.12
SMH54533,43.79
SMH54549,5.06
SMH54552,19.61
SMH54553,18.07
SMH54554,36.29
SMH54555,36.1
SMH54555_2,36.14
SMH54556,35.23
SMH54557,34.65
SMH54558,35.53
SMH54559,33.96
SMH54560,33.97
SMH54560_2,33.64
SMH54561,34.0
SMH54562,34.56
SMH54563,35.42
SMH54565,11.73
SMH54565_2,12.01
SMH54565_3,12.13
SMH54566,26.16
SMH54568/54569,26.85
SMH54571,17.02
SMH54584,7.86
SMH54586,41.2
SMH54588,29.35
SMH54626,22.73
SMH54647,17.35
SMH54657,18.99
SMH54658,18.54
SMH54697,20.41
SMH54707,35.18
SMH54707o,12.31
SMH54731,22.49
SMH54738,8.76
SMH54767,20.65
SMH54768,30.13
SMH54775,35.92
SMH54789,19.26
SMH54816,12.13
SMH54825,1.57
SMH54826,13.79
SMH54827,24.6
SMH54828,1.76
SMH54829,9.25
SMH54831,11.49
SMH54832,11.13
SMH54833,11.39
SMH54834,14.94
SMH54836,18.29
SMH54837,20.84
SMH54838,20.58
SMH54839,13.48
SMH54840,0.94
SMH54842,16.64
SMH54846,27.89
SMH54850,26.42
SMH54851,23.51
SMH54852,22.95
SMH54853,27.84
SMH54854,33.53
SMH54855,15.09
SMH54856,12.22
SMH54857,30.38
SMH54858,6.63
SMH54859,7.25
SMH54860,7.86
SMH54862,26.22
SMH54869,17.46
SMH54870,15.93
SMH54879,3.07
SMH54881,13.04
SMH54885,6.8
SMH54886,6.98
SMH54887,8.59
SMH54888,9.51
SMH54889,9.68
SMH54890,10.01
SMH54891,11.26
SMH54892,11.48
SMH54895,14.2
SMH54897,17.93
SMH54898,3.83
SMH54899,4.0
SMH54900,21.98
SMH54901,10.63
SMH54902,14.58
SMH54903,12.58
SMH54905,20.47
SMH54906,11.3
SMH54908,21.51
SMH54909,19.8
SMH54911,4.15
SMH54912,4.31
SMH54917,16.53
SMH54917b,16.64
SMH55204,35.88
SMH60685,54.72
SMH61085,27.57
SMH61885,31.63
SMH62452,33.37
SMH62453,34.16
SMH62463,2.93
SMH62467,29.24
SMH62471,28.0
SMH62476,19.87
SMH62481,34.17
SMH62482,35.4
SMH62488,19.98
SMH62494,34.23
SMH62495,32.43
SMH62496,31.58
SMH62497,30.13
SMH62498,26.13
SMH62505,30.42
SMH62506,19.8
SMH62507,2.8
SMH62516,31.3
SMH62517,29.08
SMH62520,30.33
SMH62522,19.18
SMH62526,31.5
SMH62527,30.27
SMH62538,30.96
SMH62539,28.19
SMH62540,19.72
SMH62541,19.64
SMH62543,20.15
SMH62544,28.92
SMH62554,20.41
SMH62561,19.63
SMH62562,34.53
SMH62563,28.66
SMH62564,30.99
SMH62565,28.93
SMH62566,29.42
SMH62573,19.59
SMH62582,20.02
SMH63889,23.73
SMH64688,12.4
SMH65489,5.77
SMH65492,5.61
SMH65493,1.12
SMH65494,5.99
SMH65496,5.26
SMH65497,1.16
SMH65498,1.18
SMH65499,1.0
SOT012601B,2.77
SOT012606,22.25
SOT012608,5.31
SOT060002,0.28
SOT132001,2.49
SOT132003,2.84
SOT132003X,0.0
SOT132003Y,4.59
SOT132003Z,0.0
SOT135001,2.75
SOT135002,2.44
SOT135003,2.11
SOT135004,2.03
SOT135005,2.18
SOT135006,2.25
SOT135007,2.33
SOT135014,2.08
SOT136001,5.48
SOT136003,4.08
SOT136004,3.76
SOT136005,3.43
SOT136006,3.1
SOT136007,4.04
SOT136008,3.62
SOT136009,3.42
SOT136012,6.85
SOT136013,0.0
SOT136014,0.0
SOT136015,5.64
SOT136018,0.0
SOT139001,6.22
SOT139002,6.1
SOT139003,5.96
SOT139004,5.82
SOT139005,5.68
SOT139006,5.52
SOT139007,6.7
SOT139008,7.32
SOT139009,9.42
SOT139010,10.99
SOT140003,6.82
SOT140004,6.63
SOT140006,6.38
SOT140007-ORF,5.5
SOT140008,5.6
SOT140009,5.91
SOT140010,6.55
SOT140012,6.54
SOT143001,2.77
StAubinDivChamber,7.43
TUSC-1,9.65
TUSC-2,15.11
TUSC-4,8.28
VER-1,14.31
VER-10,12.0
VER-11,0.44
VER-13,8.66
VER-2,15.41
VER-3,16.68
VER-4,17.78
VER-5,17.77
VER-6,18.22
VER-7,19.95
VER-8,10.93
VER-9,14.5
Violet1,32.4
Violet2,0.0
Violet3,0.0
Violet4,0.0
VioletForcemain,26.52
VR02_DS,25.11
VR10Junction,0.0
VR15_Dam,44.73
VR15_DivChamber,45.65
VR15DropShaft,60.01
WILM-1,11.28
WILM-2,10.76
WILM-3,10.14
WILM-4,9.41
WWMH07315,16.43
WWMH12014,35.14
WWMH21172,14.37
WWMH21237,25.49
WWMH24985,33.59
WWMH26674,37.18
WWMH27725,9.82
WWMH27774,16.75
WWMH33408,27.31
WWMH39964,30.84
WWMH45100,31.13
WWMH45541,34.45
WWMH47390,18.71
049_DRO,44.35
050A_RRO,14.15
101A,8.25
101A_2,8.25
102A,13.1
102A2,14.6
103A,12.16
103A2,14.69
104A,19.12
105A,11.08
106A,13.98
107A/B052,18.05
108A,6.37
109A,3.94
11R-9_D,0.0
21286_OMID_D,0.0
23016_OMID_D,0.0
23116_OMID_D,0.0
23211_OMID_D,0.0
23486_OMID_D,0.0
23555_OMID_D,0.0
24036_OMID_D,0.0
24120_OMID_D,0.0
29936,0.59
29-95_D,0.0
3300_D,0.0
34091,0.0
3423,0.54
3529_D,0.0
3553_D,0.0
4000_OAK_D,0.0
43_D,0.0
5879_D,0.0
9MD-10_D,0.0
9MD-12_D,0.0
9MD-16_D,0.0
9MD-2_D,0.0
9MD-21_D,0.0
9MD-22_D,0.0
9MD-24-2_D,0.0
9MD-29_D,0.0
9MD-30_D,0.0
9MD-31_D,0.0
9MD-32_D,0.0
9MD-33_D,0.0
9MD-34_D,0.0
9MD-34A_D,0.0
9MD-34B_D,0.0
9MD-35_D,0.0
9MD-35A_D,0.0
9MD-35B_D,0.0
9MD-36_D,0.0
9MD-36A_D,0.0
9MD-37_D,0.0
9MD-38A_D,0.0
9MD-38B_D,0.0
9MD-38C_D,0.0
9MD-39_D,0.0
9MD-39A_D,0.0
9MD-40_D,0.0
9MD-41_D,0.0
9MD-42A_D,0.0
9MD-43_D,0.0
9MD-44_D,0.0
9MD-45_D,0.0
9MD-46_D,0.0
9MD-47_D,0.0
9MD-48_D,0.0
9MD-49_D,0.0
9MD-50_D,0.0
9MD-51_D,0.0
9MD-52_D,0.0
9MD-53_D,0.0
9MD-7_D,0.0
9MD-9_D,0.0
AcaciaRTB_Outfall,2.4
B001,19.28
B003A,6.25
B003B,6.25
B004,12.97
B005,4.49
B006,3.18
B007,3.35
B009,6.43
B010,6.19
B012,4.24
B014,3.45
B015,5.15
B016,3.21
B017,7.69
B018,7.82
B019,8.65
B020,9.39
B021,11.63
B022,7.43
B023,12.4
B024,4.78
B025,7.75
B026,3.28
B027,2.21
B028,3.36
B029,4.47
B030,6.35
B031,3.53
B032,4.12
B033,4.01
B034,2.8
B035,5.07
B036,8.36
B038,5.45
B039,15.04
B040,3.12
B041,12.51
B042A,2.69
B042B,2.69
B044,4.88
B045,13.78
B046,3.72
B049,3.37
B050,10.85
B054,13.41
B056/57/58,15.11
B056/57/58VentIn,15.11
B059A,5.28
B059B,14.48
B060/61/62,22.62
B060/61/62VentIn,22.62
B063,5.83
B064,14.93
B065,16.12
B065VentIn,16.12
B067/68,16.06
B067/68VentIn,16.06
B070/69,21.5
B071,10.2
B072,19.53
B072VentIn,19.53
B077,15.57
B077VentIn,15.57
B079,2.69
B080,12.46
B080VentIn,12.46
B081,12.16
B081VentIn,12.16
B082,13.18
B085,12.21
B085VentIn,12.21
B087,13.11
BEA-10_D,0.0
BEI-18_D,0.0
BEI-20_D,0.0
BEI-22_D,0.0
BEI-24_D,0.0
BEI-25_D,0.0
BEI-26_D,0.0
BEI-27_D,0.0
BEI-28_D,0.0
BEI-29_D,0.0
BEI-3_D,0.0
BEI-4_D,0.0
BEI-9_D,0.0
BER-10_D,0.0
BER-13_D,0.0
BER-15_D,0.0
BER-16_D,0.0
BER-24_D,0.0
BER-30_D,0.0
BER-34_D,0.0
BER-4_11R-1_D,0.0
BER-46_D,0.0
BER-5_D,0.0
BER-7_D,0.0
BER-8_D,0.0
BER-9_D,0.0
BirminghamRTB_Outfall,2.04
BLAT-1_D,0.0
BLAT-12_D,0.0
BLAT-13_D,0.0
BLAT-4_D,0.0
BLAT-6_D,0.0
BLAT-7_D,0.0
BLAT-8_D,0.0
BLAT-9_D,0.0
BloomfieldRTB_Outfall,0.0
BRIT-4_D,0.0
Chapaton_Outfall,9.73
CUSH-3_D,0.0
DAV-6_D,0.0
DN1087_D,0.0
DN1216_D,0.0
DN1237_D,0.0
DN1240_D,0.0
DN1510_D,0.0
DN16275_D,0.0
DN2019_D,0.0
DN2023_D,0.0
DN2030_D,0.0
DN20323_D,0.0
DN20324_D,0.0
DN20325_D,0.0
DN20327_D,0.0
DN20328_D,0.0
DN20329_D,0.0
DN20330_D,0.0
DN2044_D,0.0
DN2049_D,0.0
DN20560_D,0.0
DN20565_D,0.0
DN20567_D,0.0
DN20610_D,0.0
DN20621_D,0.0
DN20676_D,0.0
DN2220_D,0.0
DN2240_D,0.0
DN2285_D,0.0
DN2305_D,0.0
DN23849_D,0.0
DN310_D,0.0
DN40600_D,0.0
DN40602_D,0.0
DN40604_D,0.0
DN40801_D,0.0
DN610_D,0.0
DN6104_D,0.0
DN705_D,0.0
DN710_D,0.0
DN810_D,0.0
DN850_D,0.0
DN906_D,0.0
DN920_D,0.0
DN923_D,0.0
DN925_D,0.0
DN9290_D,0.0
DN9291_D,0.0
DN9292_D,0.0
DN9293_D,0.0
DN9294_D,0.0
DN9295_D,0.0
DN9301_D,0.0
DN9350_D,0.0
DN9351_D,0.0
DN9352_D,0.0
DN9353_D,0.0
DN9354_D,0.0
DN9355_D,0.0
DN9356_D,0.0
DN9357_D,0.0
DN9358_D,0.0
DN93582_D,0.0
DN9359_D,0.0
DNOF005,0.58
DNOF101,1.39
DNOF102,2.01
DNOF103a,2.9
DNOF103b,2.9
DNOF104a,0.0
DNOF104b,0.0
DNOF106,0.18
DNOF108,0.19
DNOF113,7.52
DNOF114,9.53
DNOF116,7.23
DNOF117,4.2
DNOF1597,8.3
DNOF2330,0.0
DON-3_D,0.0
EPNE-14_D,0.0
EPNE-16_D,0.0
EPNE-22_D,0.0
FairviewP28-P31,7.01
FO_RVSDS_RTB_DearbornHgts_3_D,0.63
FO_RVSDS_RTB_Inkster_1_MH2,0.0
FO_RVSDS_RTB_Middlebelt_MH2,0.94
FO_RVSDS_RTB_Redford_1_SB,0.0
FRZ-1_D,0.0
FRZ-10_D,0.0
FRZ-11_D,0.0
FRZ-12_D,0.0
FRZ-13_D,0.0
FRZ-14_D,0.0
FRZ-15_D,0.0
FRZ-2_D,0.0
FRZ-3_D,0.0
FRZ-4_D,0.0
FRZ-5_D,0.0
FRZ-6_D,0.0
FRZ-7_D,0.0
FRZ-8_D,0.0
FRZ-9_D,0.0
GASC-4_D,0.0
GPS-16_D,0.0
GPS-20_D,0.0
Greenfield_PS_SSO,0.0
GWK_4030_D,0.0
GWK_4040_D,0.0
GWK_4050_D,0.0
GWK_4060_D,0.0
GWK_4070_D,0.0
GWK_4090_D,0.0
GWK_4110_D,0.0
GWK_4120_D,0.0
GWK_4130_D,0.0
GWK_5030_D,0.0
GWK_5080_D,0.0
GWK_5160_D,0.0
GWK_5243_D,0.0
GWK_5270_D,0.0
GWK_5280_D,0.0
GWK_6010_D,0.0
GWK_6030_D,0.0
GWK_6050_D,0.0
GWK_6120_D,0.0
GWK_6200_D,0.0
GWK_6210_D,0.0
GWK_6220_D,0.0
GWK_6230_D,0.0
GWK_6240_D,0.0
GWK_6260_D,0.0
GWK_6310_D,0.0
GWK_6320_D,0.0
GWK_6340_D,0.0
GWK_6350_D,0.0
GWK_6360_D,0.0
GWK_6370_D,0.0
GWK_8208,0.0
HarperWoods_D,0.0
Input_LC001_San_DearbornHgts_D,0.0
Input_LC002_San_DearbornHgts_D,0.0
Input_LC003_San_DearbornHgts_320_D,0.0
Input_LC003_San_DearbornHgts_3209_D,0.0
Input_LC003_San_DearbornHgts_323_D,0.0
Input_LC003_San_DearbornHgts_3239_D,0.0
Input_LC003_San_DearbornHgts_325_D,0.0
Input_LC003_San_DearbornHgts_3259_D,0.0
Input_LC003_San_DearbornHgts_330_D,0.0
Input_LC003_San_DearbornHgts_3309_D,0.0
Input_LC003_San_DearbornHgts_333_D,0.0
Input_LC003_San_DearbornHgts_3339_D,0.0
Input_LC003_San_DearbornHgts_335_D,0.0
Input_LC005_San_DearbornHgts_D,0.0
Input_LC006_San_DearbornHgts_D,0.0
Input_LC008_San_DearbornHgts_D,0.0
Input_LC014_San_DearbornHgts_D,0.0
Input_LC015_San_DearbornHgts_105_D,0.0
Input_LC015_San_DearbornHgts_110_D,0.0
Input_LC015_San_DearbornHgts_125_D,0.0
Input_LC015_San_DearbornHgts_1259_D,0.0
Input_LC015_San_DearbornHgts_135_D,0.0
Input_LC015_San_DearbornHgts_1359_D,0.0
Input_LC015_San_DearbornHgts_137_D,0.0
Input_LC015_San_DearbornHgts_140_D,0.0
Input_LC015_San_DearbornHgts_220_D,0.0
Input_LC015_San_DearbornHgts_235_D,0.0
Input_LC015_San_DearbornHgts_238_D,0.0
Input_LC015_San_DearbornHgts_240_D,0.0
Input_LC015_San_DearbornHgts_2409_D,0.0
Input_LC015_San_DearbornHgts_245_D,0.0
Input_LC015_San_DearbornHgts_2459_D,0.0
Input_LC015_San_DearbornHgts_250_D,0.0
Input_LC015_San_DearbornHgts_255_D,0.0
Input_LC015_San_DearbornHgts_270_D,0.0
Input_LC015_San_DearbornHgts_273_D,0.0
Input_LC015_San_DearbornHgts_275_D,0.0
Input_LC015_San_DearbornHgts_280_D,0.0
Input_LC015_San_DearbornHgts_285_D,0.0
Input_LC015_San_DearbornHgts_290_D,0.0
Input_LC015_San_DearbornHgts_295_D,0.0
Input_LC015_San_DearbornHgts_405_D,0.0
Input_LC015_San_DearbornHgts_4059_D,0.0
Input_LC015_San_DearbornHgts_410_D,0.0
Input_LC015_San_DearbornHgts_510_D,0.0
Input_LC015_San_DearbornHgts_515_D,0.0
Input_LC015_San_DearbornHgts_520_D,0.0
Input_LC018_San_DearbornHgts_D,0.0
Input_LC019_San_DearbornHgts_D,0.0
Input_LC020_San_DearbornHgts_D,0.0
Input_LC021_San_DearbornHgts_D,0.0
Input_LC023_San_Inkster_D,0.0
Input_LC024_San_DearbornHgts_D,0.0
Input_LC025_San_DearbornHgts_D,0.0
Input_LC026_San_GardenCity_D,0.0
Input_LC026_San_Westland_D,0.0
Input_LC027_San_GardenCity_D,0.0
Input_LC027_San_Westland_D,0.0
Input_LC028_San_Inkster_D,0.0
Input_LC028_San_Westland_D,0.0
Input_LC029_San_Inkster_D,0.0
Input_LC030_San_Inkster_D,0.0
Input_LC032_San_Inkster_D,0.0
Input_LC033_San_Inkster_D,0.0
Input_LC033_San_Westland_D,0.0
Input_LC034_San_Inkster_D,0.0
Input_LC034_San_Westland_D,0.0
Input_LC035_San_Inkster_D,0.0
Input_LC036_San_Inkster_D,0.0
Input_LC037_San_Inkster_D,0.0
Input_LC038_San_Inkster_D,0.0
Input_LC039_San_Inkster_D,0.0
Input_LC040_San_Inkster_D,0.0
Input_LC041_San_Inkster_D,0.0
Input_LC042_San_Inkster_D,0.0
Input_LC044_San_Inkster_D,0.0
Input_LC046_San_Inkster_D,0.0
Input_LC047_San_Inkster_D,0.0
Input_LC049_San_Inkster_D,0.0
Input_LC051_San_Inkster_D,0.0
Input_LC052_San_Inkster_D,0.0
Input_LC053_San_Inkster_D,0.0
Input_LC054_San_Inkster_D,0.0
Input_LC055_San_Inkster_D,0.0
Input_LC056_San_Inkster_D,0.0
Input_LC057_San_Inkster_D,0.0
Input_LC058_San_Livonia_D,0.0
Input_LC059_San_Livonia_D,0.0
Input_LC060_San_Livonia_D,0.0
Input_LC061_San_Livonia_D,0.0
Input_LC062_San_Livonia_D,0.0
Input_LC063_San_Livonia_D,0.0
Input_LC064_San_Livonia_D,0.0
Input_LC065_San_Livonia_D,0.0
Input_LC066_San_Livonia_D,0.0
Input_LC067_San_Livonia_D,0.0
Input_LC068_San_Livonia_D,0.0
Input_LC069_San_Livonia_D,0.0
Input_LC070_San_Livonia_D,0.0
Input_LC071_San_Livonia_D,0.0
Input_LC072_San_Livonia_D,0.0
Input_LC073_San_Livonia_D,0.0
Input_LC074_San_Livonia_D,0.0
Input_LC074_San_Westland_D,0.0
Input_LC075_San_Livonia_D,0.0
Input_LC076_San_Livonia_D,0.0
Input_LC077_San_Livonia_D,0.0
Input_LC078_San_Livonia_D,0.0
Input_LC079_San_Livonia_D,0.0
Input_LC080_San_Livonia_D,0.0
Input_LC081_San_Livonia_D,0.0
Input_LC082_San_Livonia_D,0.0
Input_LC083_San_Livonia_D,0.0
Input_LC084_San_Livonia_D,0.0
Input_LC085_San_Livonia_D,0.0
Input_LC086_San_Livonia_D,0.0
Input_LC087_San_Livonia_D,0.0
Input_LC088_San_Livonia_D,0.0
Input_LC089_San_Northville_D,0.0
Input_LC090_San_Northville_D,0.0
Input_LC091_San_Northville_D,0.0
Input_LC092_San_Northville_D,0.0
Input_LC093_San_Northville_D,0.0
Input_LC093_San_NorthvilleTwp_D,0.0
Input_LC094_San_Northville_D,0.0
Input_LC094_San_NorthvilleTwp_D,0.0
Input_LC095_San_Northville_D,0.0
Input_LC096_San_Novi_01_D,0.0
Input_LC096_San_Novi_02_D,0.0
Input_LC096_San_Novi_03_D,0.0
Input_LC096_San_Novi_04_D,0.0
Input_LC096_San_Novi_05_D,0.0
Input_LC096_San_Novi_06_D,0.0
Input_LC096_San_Novi_07_D,0.0
Input_LC096_San_Novi_08_D,0.0
Input_LC096_San_Novi_09_D,0.0
Input_LC096_San_Novi_10_D,0.0
Input_LC096_San_Novi_11_D,0.0
Input_LC096_San_Novi_12_D,0.0
Input_LC096_San_Novi_13_D,0.0
Input_LC096_San_Novi_14_D,0.0
Input_LC096_San_Novi_15_D,0.0
Input_LC096_San_Novi_16_D,0.0
Input_LC096_San_Novi_17_D,0.0
Input_LC096_San_Novi_18_D,0.0
Input_LC096_San_Novi_19_D,0.0
Input_LC096_San_Novi_20_D,0.0
Input_LC096_San_Novi_21_D,0.0
Input_LC096_San_Novi_22_D,0.0
Input_LC096_San_Novi_23_D,0.0
Input_LC096_San_Novi_24_D,0.0
Input_LC096_San_Novi_25_D,0.0
Input_LC096_San_Novi_26_D,0.0
Input_LC096_San_Novi_27_D,0.0
Input_LC096_San_Novi_28_D,0.0
Input_LC096_San_Novi_29_D,0.0
Input_LC096_San_Novi_30_D,0.0
Input_LC096_San_Novi_31_D,0.0
Input_LC096_San_Novi_32_D,0.0
Input_LC096_San_Novi_33_D,0.0
Input_LC096_San_Novi_34_D,0.0
Input_LC096_San_Novi_35_D,0.0
Input_LC096_San_Novi_36_D,0.0
Input_LC096_San_Novi_37_D,0.0
Input_LC096_San_Novi_38_D,0.0
Input_LC096_San_Novi_39_D,0.0
Input_LC096_San_Novi_40_D,0.0
Input_LC096_San_Novi_41_D,0.0
Input_LC096_San_Novi_42_D,0.0
Input_LC096_San_Novi_43_D,0.0
Input_LC096_San_Novi_44_D,0.0
Input_LC096_San_Novi_45_D,0.0
Input_LC096_San_Novi_46_D,0.0
Input_LC096_San_Novi_47_D,0.0
Input_LC096_San_Novi_48_D,0.0
Input_LC096_San_Novi_49_D,0.0
Input_LC097_San_Plymouth_D,0.0
Input_LC098_San_Plymouth_D,0.0
Input_LC099_San_Plymouth_D,0.0
Input_LC100_San_Plymouth_D,0.0
Input_LC101_San_Plymouth_D,0.0
Input_LC104_San_RedfordTwp_D,0.0
Input_LC105_San_Livonia_D,0.0
Input_LC105_San_RedfordTwp_D,0.0
Input_LC107_San_RedfordTwp_D,0.0
Input_LC108_San_RedfordTwp_D,0.0
Input_LC109_San_RedfordTwp_D,0.0
Input_LC110_San_RedfordTwp_D,0.0
Input_LC111_San_RedfordTwp_D,0.0
Input_LC112_San_RedfordTwp_D,0.0
Input_LC116_San_RedfordTwp_D,0.0
Input_LC117_San_RedfordTwp_D,0.0
Input_LC118_San_RedfordTwp_D,0.0
Input_LC119_San_RedfordTwp_D,0.0
Input_LC120_San_RedfordTwp_D,0.0
Input_LC122_San_RedfordTwp_D,0.0
Input_LC123_San_RedfordTwp_D,0.0
Input_LC124_San_RedfordTwp_D,0.0
Input_LC125_San_RedfordTwp_D,0.0
Input_LC126_San_RedfordTwp_D,0.0
Input_LC127_San_Romulus_D,0.0
Input_LC128_San_Romulus_D,0.0
Input_LC129_San_Romulus_D,0.0
Input_LC130_San_Romulus_D,0.0
Input_LC131_San_Romulus_D,0.0
Input_LC132_San_Romulus_D,0.0
Input_LC133_San_Romulus_D,0.0
Input_LC134_San_Romulus_D,0.0
Input_LC135_San_Romulus_D,0.0
Input_LC136_San_VanBurenTwp_D,0.0
Input_LC137_San_Wayne_D,0.0
Input_LC138_San_Wayne_D,0.0
Input_LC139_San_Wayne_D,0.0
Input_LC140_San_Wayne_D,0.0
Input_LC141_San_Wayne_D,0.0
Input_LC142_San_Wayne_D,0.0
Input_LC143_San_Wayne_D,0.0
Input_LC144_San_Wayne_D,0.0
Input_LC145_San_Wayne_D,0.0
Input_LC146_San_Wayne_D,0.0
Input_LC147_San_Wayne_D,0.0
Input_LC148_San_Wayne_D,0.0
Input_LC149_San_Wayne_D,0.0
Input_LC150_San_Wayne_D,0.0
Input_LC151_San_Wayne_D,0.0
Input_LC152_San_Wayne_D,0.0
Input_LC153_San_Wayne_D,0.0
Input_LC154_San_Wayne_D,0.0
Input_LC155_San_Wayne_D,0.0
Input_LC156_San_Wayne_D,0.0
Input_LC157_San_Wayne_D,0.0
Input_LC158_San_Wayne_D,0.0
Input_LC159_San_Wayne_D,0.0
Input_LC160_San_Wayne_D,0.0
Input_LC161_San_Wayne_D,0.0
Input_LC162_San_Westland_D,0.0
Input_LC163_San_Westland_D,0.0
Input_LC164_San_Westland_D,0.0
Input_LC165_San_Westland_D,0.0
Input_LC166_San_Westland_D,0.0
Input_LC167_San_Westland_D,0.0
Input_LC168_San_Westland_D,0.0
Input_LC169_San_Westland_D,0.0
Input_LC170_San_Westland_D,0.0
Input_LC171_San_Westland_D,0.0
Input_LC172_San_Westland_D,0.0
Input_LC173_San_Westland_D,0.0
Input_LC174_San_Westland_D,0.0
Input_LC175_San_Westland_D,0.0
Input_LC176_San_Westland_D,0.0
Input_LC177_San_Westland_D,0.0
Input_LC178_San_Westland_D,0.0
Input_LC179_San_Westland_D,0.0
Input_LC180_San_Westland_D,0.0
Input_LC181_San_Westland_D,0.0
Input_LC182_San_Westland_D,0.0
Input_LC183_San_Wayne_D,0.0
Input_LC183_San_Westland_D,0.0
Input_LC184_San_Wayne_D,0.0
Input_LC184_San_Westland_D,0.0
Input_LC185_San_Wayne_D,0.0
Input_LC185_San_Westland_D,0.0
Input_LC186_San_Westland_D,0.0
Input_LC187_San_Westland_D,0.0
Input_LC188_San_Westland_D,0.0
Input_LC189_San_Westland_D,0.0
Input_LC190_San_Westland_D,0.0
Input_LC191_San_Westland_D,0.0
Input_LC192_San_Westland_D,0.0
Input_LC200_San_Wayne_D,0.0
Input_LC201_San_Wayne_D,0.0
Input_LC202_San_Northville_D,0.0
Input_LC203_San_Northville_D,0.0
Input_LC204_San_Westland_D,0.0
JCT-1392_D,0.0
JCT-1690_D,0.0
JCT-1716_D,0.0
JFI-1_D,0.0
JFI-10_D,0.0
JFI-11_D,0.0
JFI-12_D,0.0
JFI-13_D,0.0
JFI-14_D,0.0
JFI-15_D,0.0
JFI-16_D,0.0
JFI-17_D,0.0
JFI-18_D,0.0
JFI-19_D,0.0
JFI-2_D,0.0
JFI-20_D,0.0
JFI-22_D,0.0
JFI-23_D,0.0
JFI-25_D,0.0
JFI-26_D,0.0
JFI-27_D,0.0
JFI-3_D,0.0
JFI-30_D,0.0
JFI-31_D,0.0
JFI-36_D,0.0
JFI-37_D,0.0
JFI-38_D,0.0
JFI-39_D,0.0
JFI-4_D,0.0
JFI-5_D,0.0
JFI-6_D,0.0
JFI-7_D,0.0
JFI-8_D,0.0
JFI-9A_D,0.0
JFI-9B_D,0.0
JFR-11_D,0.0
JFR-18_D,0.0
JFR-21_D,0.0
JFR-25_D,0.0
JFR-26_D,0.0
JFR-28_D,0.0
JFR-29_D,0.0
JFR-3_D,0.0
JFR-30_D,0.0
JFR-31_D,0.0
JFR-34_D,0.0
